IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2487,1926,GSI012,9,Reprovado,1,1,1,1,1,0,0,1,0,1,1,0,1,2,2,1,1,1,1,0,1,1,2
2495,2168,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
2496,2168,GSI012,75,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
2497,1926,GSI012,76,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,1,1,2
2503,2001,GSI012,1,Reprovado,1,0,1,0,1,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,1,1,2
2504,1929,GSI012,83,Aprovado,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,0,1,1,1,1,1,1,2
2505,2168,GSI012,5,Reprovado,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,2,2,0,0,0,2
2514,1926,GSI012,10,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2517,1929,GSI012,0,Reprovado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,2
2519,2168,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
2526,1926,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2527,2168,GSI012,70,Aprovado,1,1,1,1,1,0,1,1,0,1,2,2,1,1,2,2,1,2,2,1,1,1,2
2529,2231,GSI012,0,Reprovado,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,2
2538,1771,GSI012,62,Aprovado,1,1,1,1,1,1,0,1,1,0,1,1,1,2,2,1,1,1,0,1,1,1,2
2548,1929,GSI012,31,Reprovado,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2
2549,2073,GSI012,62,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2552,1771,GSI012,75,Aprovado,1,0,1,1,0,1,0,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,2
2553,1771,GSI012,62,Aprovado,1,1,1,1,0,0,0,0,1,1,0,1,1,2,2,1,1,1,1,1,1,1,2
2557,1771,GSI012,89,Aprovado,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,1,0,1,1,1,1,1,2
2571,2231,GSI012,0,Reprovado,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0,0,2
2572,1771,GSI012,92,Aprovado,1,1,1,1,0,1,1,1,1,1,0,1,1,2,2,1,1,0,1,1,1,1,2
2619,2028,GSI012,42,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1
2620,2073,GSI012,100,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2624,2073,GSI012,86,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2625,2073,GSI012,73,Aprovado,1,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,1,2,2,1,2,1,1
2626,2073,GSI012,0,Reprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2627,2168,GSI012,68,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
2629,2001,GSI012,2,Reprovado,1,1,1,0,1,1,1,1,0,0,0,1,1,2,2,1,0,0,1,1,1,1,2
2630,2073,GSI012,83,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2632,2073,GSI012,71,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2633,1929,GSI012,84,Aprovado,0,1,0,1,0,0,1,1,0,0,1,0,0,1,2,1,0,1,1,1,1,1,2
2638,2007,GSI012,67,Aprovado,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1
2639,2073,GSI012,71,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2643,2073,GSI012,65,Aprovado,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1
2645,1926,GSI012,37,Reprovado,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2648,1771,GSI012,0,Reprovado,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,2
2649,2028,GSI012,60,Aprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1
2653,1956,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2657,1956,GSI012,0,Reprovado,1,0,0,0,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2658,1771,GSI012,62,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2673,2007,GSI012,14,Reprovado,1,1,1,1,1,1,2,1,1,0,2,2,2,1,2,1,1,2,2,1,1,1,1
2677,2028,GSI012,33,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,0,2,2,0,1,0,0
2678,2028,GSI012,72,Aprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1
2685,2001,GSI012,0,Reprovado,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2
2686,2028,GSI012,20,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,0,0
2696,1926,GSI012,70,Aprovado,1,1,1,1,1,1,1,0,1,0,1,1,1,2,2,1,1,1,1,1,1,1,2
2698,1956,GSI012,5,Reprovado,1,0,0,0,2,1,1,2,2,0,2,2,2,2,0,2,0,2,2,0,0,0,2
2701,2028,GSI012,55,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,0,0
2706,2001,GSI012,4,Reprovado,1,1,1,1,1,1,0,1,0,0,1,1,1,2,2,1,1,0,1,0,1,1,2
2711,2001,GSI012,0,Reprovado,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2
2717,1956,GSI012,0,Reprovado,1,0,0,1,2,0,1,2,2,0,2,2,2,2,0,2,0,2,2,0,0,0,2
2726,2028,GSI012,68,Aprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1
2736,2001,GSI012,2,Reprovado,1,0,1,0,1,1,1,1,1,1,1,0,0,2,2,1,0,1,0,0,1,1,2
2738,2001,GSI012,16,Reprovado,1,0,1,0,1,1,1,1,0,1,1,0,1,2,2,1,1,1,1,1,1,1,2
2740,2001,GSI012,7,Reprovado,1,0,0,0,1,0,1,1,1,0,1,1,0,2,2,1,0,1,1,1,1,1,2
2744,2073,GSI012,10,Reprovado,1,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,1,2,2,1,2,1,1
2746,2007,GSI012,63,Aprovado,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,0,1,1
2751,2001,GSI012,0,Reprovado,1,0,1,0,1,0,1,1,1,0,1,0,0,2,2,0,0,0,0,0,1,1,2
2752,2001,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,1,1,2
2754,1956,GSI012,0,Reprovado,1,0,0,1,2,0,1,2,2,0,2,2,2,2,0,2,0,2,2,0,0,0,2
2758,2001,GSI012,0,Reprovado,1,1,1,1,1,0,1,1,1,0,1,1,1,2,2,0,0,0,0,0,1,1,2
2766,2001,GSI012,72,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,1,1,2
2767,2001,GSI012,9,Reprovado,1,0,0,0,0,1,1,1,0,1,0,1,0,2,2,1,1,1,1,1,1,1,2
2773,1929,GSI012,100,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1,1,1,1,2
2778,1929,GSI012,84,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
2790,2007,GSI012,68,Aprovado,1,1,1,1,1,1,2,1,1,1,2,2,2,0,2,1,1,2,2,1,1,0,0
2792,2007,GSI012,60,Aprovado,1,0,1,0,0,1,2,1,1,0,2,2,2,1,2,1,0,2,2,0,1,1,1
2800,1956,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2805,2007,GSI012,61,Aprovado,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1
2806,2007,GSI012,60,Aprovado,1,1,1,1,1,1,2,1,1,0,2,2,2,1,2,1,1,2,2,0,1,1,1
2813,2007,GSI012,60,Aprovado,1,0,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,0,1,1
2815,1926,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2817,2007,GSI012,79,Aprovado,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,0,1,1,1
2818,2007,GSI012,0,Reprovado,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1
2833,1926,GSI012,0,Reprovado,1,1,1,1,0,0,0,1,0,0,1,1,0,2,2,1,1,0,0,0,1,1,2
2839,2007,GSI012,38,Reprovado,1,0,0,1,1,1,2,1,1,0,2,2,2,1,2,1,1,2,2,0,0,1,1
2843,2001,GSI012,62,Aprovado,1,1,1,0,1,0,1,1,0,1,1,0,1,2,2,1,1,1,0,0,1,1,2
2845,1956,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2856,2001,GSI012,0,Reprovado,1,1,1,0,1,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,1,2
2868,1956,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2870,1929,GSI012,0,Reprovado,0,0,0,1,1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,1,1,1,2
2873,1956,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2874,1956,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2880,1956,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2882,1929,GSI012,67,Aprovado,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2,0,0,1,1,1,1,1,2
2885,1929,GSI012,12,Reprovado,1,1,0,1,1,1,0,1,1,0,1,1,1,1,2,0,0,1,1,1,1,1,2
2886,1956,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2895,1956,GSI012,0,Reprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2896,1956,GSI012,84,Aprovado,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2
2898,1929,GSI012,15,Reprovado,0,0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,1,1,1,1,1,2
2902,2001,GSI012,83,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,1,1,2
2914,1926,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,2
2915,1926,GSI012,60,Aprovado,1,1,1,1,1,1,0,1,0,1,1,1,0,2,2,1,1,1,1,1,1,1,2
2917,1926,GSI012,13,Reprovado,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,1,1,2
2918,1929,GSI012,96,Aprovado,1,1,1,1,0,0,1,1,1,0,1,0,1,0,2,1,1,1,1,1,1,1,2
2928,1926,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2929,1926,GSI012,16,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
2934,1929,GSI012,89,Aprovado,1,0,1,1,1,0,1,1,0,0,1,1,0,1,2,1,1,1,1,1,1,1,2
2949,1926,GSI012,60,Aprovado,1,1,1,0,1,1,1,1,0,1,0,1,1,2,2,1,1,0,1,1,1,1,2
2975,1926,GSI012,8,Reprovado,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,1,1,2
2980,1926,GSI012,60,Aprovado,1,1,0,1,1,1,0,0,0,1,1,1,0,2,2,1,1,1,0,1,1,1,2
2992,1929,GSI012,84,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1,1,2
2994,1929,GSI012,60,Aprovado,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,1,0,1,1,1,1,1,2
3004,1929,GSI012,80,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
3007,1929,GSI012,69,Aprovado,1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,0,0,1,1,1,1,1,2
3008,1956,GSI012,0,Reprovado,1,0,0,0,2,0,1,2,2,0,2,2,2,2,0,2,0,2,2,0,0,0,2
3022,1929,GSI012,68,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
3025,1929,GSI012,100,Aprovado,1,1,1,1,1,0,1,1,1,1,0,1,1,0,2,0,1,1,1,1,1,1,2
3058,1926,GSI012,0,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
3127,1771,GSI012,63,Aprovado,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,2
3136,1929,GSI012,70,Aprovado,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2,0,1,1,1,1,1,1,2
3149,2691,GSI012,75,Aprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
3150,2168,GSI012,76,Aprovado,1,1,1,0,0,0,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2
3159,1771,GSI012,42,Reprovado,1,0,1,0,0,1,1,1,1,0,1,1,1,2,2,1,0,1,0,1,1,1,2
3160,2691,GSI012,31,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
3163,2741,GSI012,30,Reprovado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
3166,2670,GSI012,71,Aprovado,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
3168,1771,GSI012,60,Aprovado,1,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,1,1,1,1,1,1,2
3180,2028,GSI012,0,Reprovado,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1
3181,1771,GSI012,60,Aprovado,1,1,0,0,0,1,0,1,1,0,0,1,1,2,2,1,1,1,1,1,1,1,2
3192,1926,GSI012,60,Aprovado,1,1,1,1,1,1,0,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,2
