IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
895,1860,GSI017,94,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
899,1888,GSI017,87,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2
906,2668,GSI017,0,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
907,1834,GSI017,25,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
911,1609,GSI017,61,Aprovado,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,0,0,1,1,1,1,2,1,0,0,2,1,2,0,1,1,1
938,2177,GSI017,16,Reprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
991,2289,GSI017,63,Aprovado,1,1,1,2,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,0,1,1
1011,2177,GSI017,67,Aprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
1048,1668,GSI017,72,Aprovado,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,0,0,1,1,1,2,2,2,2,2,2,0,1,2
1118,1739,GSI017,0,Reprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,0,0,1
1120,1776,GSI017,0,Reprovado,1,1,2,2,1,1,2,0,2,0,0,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,2
1125,1953,GSI017,100,Aprovado,1,0,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,0,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1
1144,1593,GSI017,0,Reprovado,1,2,2,2,2,0,2,0,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,0,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1150,1796,GSI017,70,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,0,2,2,0,1,0,1,1,1,1
1155,1739,GSI017,83,Aprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
1163,1834,GSI017,88,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1178,1609,GSI017,71,Aprovado,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,2,0,0,1,1,1,1,2,1,1,1,2,1,2,0,1,1,1
1190,1834,GSI017,65,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1203,1860,GSI017,0,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1209,1668,GSI017,65,Aprovado,1,1,1,1,1,1,2,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,2,2,2,2,2,1,1,1,1,1,1,1,2,0,2,2,2,1,1,0,0,1,1,0,0,0,0,0,2,2,2,2,2,2,0,1,2
1210,2522,GSI017,87,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
1224,1953,GSI017,60,Aprovado,1,0,1,0,2,1,2,2,0,0,0,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,0,0,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,0,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1
1225,1740,GSI017,0,Reprovado,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,0,0,0,2,2,2,0,1,0,0,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,1,1,0,0,2,2,1,0,0
1229,1609,GSI017,86,Aprovado,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,2,0,0,0,1,1,1,2,1,0,0,2,1,2,0,1,1,1
1252,1834,GSI017,7,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1255,2522,GSI017,27,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,0,2,0,2,2,2,1,1,1,1,1,0,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
1259,1888,GSI017,6,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2
1260,1833,GSI017,0,Reprovado,0,2,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1
1262,1739,GSI017,5,Reprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,0,1
1271,1833,GSI017,4,Reprovado,0,2,2,1,2,1,0,2,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,1,0,0,2,2,0,0,0
1275,1739,GSI017,73,Aprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
1284,1668,GSI017,60,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,0,0,1,1,1,2,2,2,2,2,2,1,1,2
1285,1668,GSI017,96,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2
1299,1739,GSI017,12,Reprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
1303,1739,GSI017,73,Aprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
1311,1609,GSI017,36,Reprovado,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,1,1
1317,1834,GSI017,68,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1319,2277,GSI017,56,Reprovado,0,0,2,1,2,0,0,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,0,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,0,1,1,2,2,0,1,1,2,0,1,1
1321,1776,GSI017,52,Reprovado,0,0,2,2,0,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,2
1325,1593,GSI017,68,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1326,1593,GSI017,35,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,0,2
1329,2522,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
1331,2277,GSI017,78,Aprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,0,0,2,0,2,2,1,2,2,2,0,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,0,1,0,2,2,1,1,1,2,1,1,1
1338,1934,GSI017,0,Reprovado,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,0,1,1,2,2,1,1,1
1341,1888,GSI017,88,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2
1342,1888,GSI017,66,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2
1344,2522,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,0,2,0,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
1345,2467,GSI017,0,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1
1347,1796,GSI017,36,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,0,2,2,0,1,0,1,1,1,1
1348,2177,GSI017,32,Reprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
1350,1953,GSI017,0,Reprovado,1,1,1,1,2,1,2,2,0,0,0,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,0,2,2,0,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1
1352,1834,GSI017,10,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1354,1796,GSI017,1,Reprovado,0,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,0,2,0,2,2,2,0,0,0,1,1,0,0,1,2,2,2,2,2,2,1,1,1,2,1,0,1,0,2,2,0,0,0,0,0,0,0
1356,2177,GSI017,60,Aprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
1357,1668,GSI017,0,Reprovado,1,1,1,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,1,2
1365,1860,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1370,2522,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,0,2,0,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
1378,1668,GSI017,92,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2
1406,2289,GSI017,16,Reprovado,1,1,1,2,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,0,2,2,0,0,0,2,2,1,1,1,2,1,1,2,1,1,1,1,1
1410,1739,GSI017,60,Aprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
1416,2177,GSI017,90,Aprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
1420,1953,GSI017,27,Reprovado,1,1,1,0,2,1,2,2,0,0,0,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,0,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,0,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1
1421,1740,GSI017,0,Reprovado,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1
1426,1833,GSI017,0,Reprovado,0,2,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1
1432,1593,GSI017,64,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1434,1609,GSI017,64,Aprovado,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1
1437,1776,GSI017,70,Aprovado,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1443,1888,GSI017,71,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2
1447,1739,GSI017,15,Reprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
1454,2522,GSI017,66,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,0,0,0,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
1463,1953,GSI017,92,Aprovado,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1
1467,1934,GSI017,0,Reprovado,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,0,2,1,1,1,1,0,1,1,2,2,1,1,1
1470,1953,GSI017,7,Reprovado,1,1,1,1,2,1,2,2,0,0,0,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,0,1,1,1,2,2,2,2,2,2,2,1,2,2,0,0,2,2,0,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1
1475,1739,GSI017,83,Aprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
1479,1934,GSI017,0,Reprovado,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,1,2,2,0,0,0,2,2,0,2,0,0,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,0,0,0,0,1,0,0,2,2,0,0,0
1497,1888,GSI017,31,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2
1507,1739,GSI017,70,Aprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
1508,1953,GSI017,60,Aprovado,1,1,0,0,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,0,2,2,0,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1
1516,1834,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1530,2177,GSI017,52,Reprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
1535,1609,GSI017,0,Reprovado,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,0,0
1543,1593,GSI017,0,Reprovado,1,2,2,2,2,1,2,0,2,2,2,2,2,0,2,2,1,2,2,0,2,2,2,2,2,1,0,2,1,1,1,1,2,1,2,1,2,2,0,1,0,0,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,0,2,2,2,2,1,0,2
1562,1834,GSI017,72,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1565,1796,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,1,2,1,2,2,2,0,0,0,1,1,0,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,0,2,2,0,1,1,1,1,1,1
1574,1934,GSI017,7,Reprovado,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,2,2,1,1,1,2,2,1,2,0,0,2,2,0,2,0,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,1,2,0,0,0,1,0,0,0,2,2,0,0,0
1585,1609,GSI017,51,Reprovado,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1
1591,1833,GSI017,4,Reprovado,0,2,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,1,0,0,2,2,0,0,0
1600,1834,GSI017,79,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1604,2522,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,0,2,0,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
1615,1860,GSI017,74,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1628,1593,GSI017,19,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,0,1,1,0,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
1630,1668,GSI017,72,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,0,0,1,1,0,0,1,1,1,2,2,2,2,2,2,0,1,2
