IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14
118,2167,GSI004,60,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
119,2562,GSI004,72,Aprovado,1,0,0,0,2,1,1,1,1,1,2,2,0,2
121,2558,GSI004,12,Reprovado,1,1,1,1,2,1,1,1,1,1,1,1,1,2
122,1898,GSI004,50,Reprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
123,2096,GSI004,89,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
124,2092,GSI004,0,Reprovado,1,0,0,0,0,1,2,2,1,2,2,2,1,1
127,2703,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
130,2292,GSI004,79,Aprovado,0,1,1,1,1,2,2,2,1,2,2,2,1,1
131,1995,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
132,1967,GSI004,15,Reprovado,1,0,1,1,1,1,2,2,0,2,2,2,0,0
133,2006,GSI004,36,Reprovado,1,1,0,1,1,1,2,2,0,2,2,2,1,1
134,2642,GSI004,0,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
135,2703,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
138,1921,GSI004,74,Aprovado,1,1,1,2,0,1,2,2,1,2,2,2,1,2
141,2723,GSI004,65,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
143,1854,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
145,2558,GSI004,81,Aprovado,1,1,1,1,2,1,1,1,1,1,1,1,1,2
146,2330,GSI004,0,Reprovado,1,1,2,1,1,2,1,2,0,0,2,2,0,1
149,2411,GSI004,66,Aprovado,1,1,1,1,1,2,2,2,1,0,2,2,1,1
154,1995,GSI004,12,Reprovado,1,1,1,1,1,1,2,2,0,2,2,2,1,0
155,1995,GSI004,40,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
160,2411,GSI004,60,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,1
161,2333,GSI004,26,Reprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,0
164,2621,GSI004,80,Aprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
168,2333,GSI004,17,Reprovado,1,0,2,1,1,2,1,2,1,1,2,2,1,0
171,2703,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
175,2174,GSI004,72,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
177,1921,GSI004,37,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
181,2703,GSI004,62,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
183,2703,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
184,2058,GSI004,0,Reprovado,1,0,1,1,2,0,2,2,0,2,2,2,0,0
185,1901,GSI004,0,Reprovado,1,0,0,2,1,0,2,0,0,2,2,2,0,2
186,2167,GSI004,0,Reprovado,0,1,1,0,0,2,2,2,0,2,2,2,1,1
207,2703,GSI004,80,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
208,1854,GSI004,66,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
210,1854,GSI004,72,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
211,1854,GSI004,41,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
212,1854,GSI004,17,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
215,2703,GSI004,92,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
216,2703,GSI004,76,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
217,2703,GSI004,64,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
218,2688,GSI004,64,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
219,2723,GSI004,73,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
220,2723,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
224,2703,GSI004,69,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
225,2688,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
228,2703,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
229,2703,GSI004,89,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
230,2599,GSI004,80,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
234,2660,GSI004,0,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
235,2660,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
237,2599,GSI004,64,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
241,2621,GSI004,53,Reprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
242,2621,GSI004,88,Aprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
243,2621,GSI004,44,Reprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
244,2621,GSI004,26,Reprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
247,2592,GSI004,81,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
248,2592,GSI004,76,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
249,2599,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
251,2599,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
252,2558,GSI004,95,Aprovado,0,1,1,1,2,1,1,1,1,1,1,1,1,2
254,2506,GSI004,86,Aprovado,0,1,0,1,2,0,1,1,0,1,2,2,1,2
255,2409,GSI004,6,Reprovado,1,0,0,1,0,2,2,2,1,0,2,2,1,0
256,2562,GSI004,55,Reprovado,1,1,1,1,2,1,1,1,1,1,2,2,1,2
257,2409,GSI004,0,Reprovado,1,0,0,0,0,2,2,2,1,0,2,2,1,0
261,2494,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
262,2411,GSI004,0,Reprovado,0,0,0,0,1,2,2,2,0,0,2,2,0,0
271,2333,GSI004,12,Reprovado,1,0,2,1,1,2,1,2,0,1,2,2,1,0
272,2259,GSI004,70,Aprovado,1,0,1,1,1,2,2,2,1,1,2,2,1,2
274,2292,GSI004,81,Aprovado,0,1,1,1,1,2,2,2,1,2,2,2,1,1
275,2380,GSI004,16,Reprovado,0,1,1,1,1,2,2,2,1,1,2,2,1,0
276,2364,GSI004,74,Aprovado,1,1,0,1,1,2,2,2,1,1,2,2,1,0
277,2364,GSI004,60,Aprovado,0,1,0,0,1,2,2,2,0,1,2,2,1,0
280,1639,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
284,2333,GSI004,60,Aprovado,1,0,2,1,1,2,1,2,1,1,2,2,1,0
285,2333,GSI004,100,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,0
287,2188,GSI004,70,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
288,2188,GSI004,100,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
295,2188,GSI004,0,Reprovado,1,0,0,0,0,2,2,2,1,2,2,2,0,0
302,2193,GSI004,29,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
305,1906,GSI004,62,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
310,2174,GSI004,62,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
312,1639,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
313,1639,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
314,2051,GSI004,0,Reprovado,0,0,0,0,0,0,2,2,0,2,2,2,0,0
315,1901,GSI004,44,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
316,2096,GSI004,89,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
318,2027,GSI004,9,Reprovado,1,1,1,1,1,1,2,2,0,2,2,2,1,0
319,2096,GSI004,97,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
321,2027,GSI004,85,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
324,1906,GSI004,27,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
325,2061,GSI004,60,Aprovado,1,1,1,1,2,1,2,2,1,2,2,2,1,1
326,2061,GSI004,90,Aprovado,1,1,1,1,2,1,2,2,1,2,2,2,1,1
327,2006,GSI004,60,Aprovado,1,1,1,0,1,0,2,2,1,2,2,2,1,1
328,1995,GSI004,26,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,0
331,1995,GSI004,26,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
332,1995,GSI004,74,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
333,1995,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
335,1910,GSI004,24,Reprovado,1,0,1,2,1,1,2,2,0,2,2,2,0,2
336,1960,GSI004,5,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
338,1921,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
339,1921,GSI004,12,Reprovado,1,1,1,2,0,1,2,2,1,2,2,2,1,2
341,1906,GSI004,37,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
349,1898,GSI004,82,Aprovado,1,0,1,2,0,1,2,1,1,2,2,2,1,2
350,1898,GSI004,60,Aprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
351,1898,GSI004,26,Reprovado,1,0,1,2,1,0,2,1,1,2,2,2,1,2
352,1955,GSI004,66,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
361,2409,GSI004,2,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,0
362,1901,GSI004,0,Reprovado,1,0,0,2,1,0,2,0,0,2,2,2,0,2
373,2562,GSI004,87,Aprovado,1,1,1,1,2,1,1,1,1,1,2,2,1,2
374,2592,GSI004,77,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
376,2193,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
377,2494,GSI004,0,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
378,2494,GSI004,35,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
380,2411,GSI004,82,Aprovado,1,1,1,0,0,2,2,2,1,1,2,2,1,1
384,2330,GSI004,87,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,1
387,2283,GSI004,63,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
390,2051,GSI004,90,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,0
392,2027,GSI004,62,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,0
393,2006,GSI004,87,Aprovado,1,0,1,1,1,0,2,2,1,2,2,2,1,1
395,1967,GSI004,71,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
396,1967,GSI004,84,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
399,1921,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
400,1921,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
404,1910,GSI004,83,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,0,2
406,2621,GSI004,80,Aprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
410,2558,GSI004,10,Reprovado,1,1,0,1,2,0,0,0,0,0,0,0,0,2
412,2703,GSI004,61,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
419,2494,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
420,1967,GSI004,94,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
421,2006,GSI004,3,Reprovado,1,0,0,0,1,0,2,2,0,2,2,2,0,0
423,1639,GSI004,27,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
425,1921,GSI004,95,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
427,1955,GSI004,64,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
429,1901,GSI004,79,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
433,2409,GSI004,81,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,1
434,2333,GSI004,100,Aprovado,1,1,2,1,1,2,1,2,0,1,2,2,1,1
435,2259,GSI004,0,Reprovado,1,0,0,0,1,2,2,2,0,1,2,2,1,2
437,2153,GSI004,72,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
440,1921,GSI004,63,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
441,1898,GSI004,24,Reprovado,1,0,1,2,1,1,2,1,1,2,2,2,0,2
442,1898,GSI004,76,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
450,1854,GSI004,42,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
452,2494,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
455,2259,GSI004,80,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
462,1854,GSI004,5,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
464,2599,GSI004,71,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
468,2723,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
469,2723,GSI004,18,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
473,2660,GSI004,72,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
474,2703,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
476,2592,GSI004,65,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
481,2188,GSI004,81,Aprovado,1,1,1,0,0,2,2,2,1,2,2,2,1,0
484,2167,GSI004,74,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
486,2167,GSI004,1,Reprovado,0,1,1,1,1,2,2,2,1,2,2,2,1,1
488,1639,GSI004,78,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
494,1955,GSI004,24,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,0,2
496,1955,GSI004,89,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
497,1898,GSI004,60,Aprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
499,2723,GSI004,79,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
502,2490,GSI004,70,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
506,2723,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
511,1995,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,0
513,2092,GSI004,17,Reprovado,1,0,0,1,1,1,2,2,1,2,2,2,1,1
519,2092,GSI004,67,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
522,2092,GSI004,60,Aprovado,1,1,1,0,0,1,2,2,1,2,2,2,1,1
523,2411,GSI004,92,Aprovado,1,1,1,1,1,2,2,2,1,0,2,2,1,0
528,2193,GSI004,73,Aprovado,1,1,0,1,1,1,2,2,1,2,2,2,1,1
530,2167,GSI004,86,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
532,2562,GSI004,78,Aprovado,1,0,1,1,2,1,1,1,1,1,2,2,0,2
538,1960,GSI004,27,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
541,2188,GSI004,85,Aprovado,1,1,0,0,0,2,2,2,1,2,2,2,1,0
544,1639,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
545,1921,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
549,2599,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
554,2188,GSI004,95,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
555,2188,GSI004,74,Aprovado,1,1,0,0,0,2,2,2,1,2,2,2,1,1
557,2193,GSI004,100,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
561,2193,GSI004,90,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,0
562,2058,GSI004,60,Aprovado,1,1,1,1,2,1,2,2,1,2,2,2,1,1
563,2051,GSI004,79,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
569,2006,GSI004,63,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
573,1921,GSI004,64,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
577,2292,GSI004,53,Reprovado,0,1,1,0,1,2,2,2,1,2,2,2,1,1
578,2411,GSI004,0,Reprovado,0,0,0,0,0,2,2,2,0,0,2,2,0,0
580,2283,GSI004,17,Reprovado,1,0,0,1,1,2,2,2,1,1,2,2,0,2
581,2292,GSI004,79,Aprovado,0,1,1,1,1,2,2,2,1,2,2,2,1,1
584,1854,GSI004,81,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
585,1921,GSI004,73,Aprovado,0,1,1,2,1,1,2,2,1,2,2,2,1,2
591,2174,GSI004,22,Reprovado,1,0,0,0,0,1,2,2,1,2,2,2,1,1
592,2703,GSI004,64,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
596,1898,GSI004,65,Aprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
599,2723,GSI004,66,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
600,2660,GSI004,11,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
604,2292,GSI004,0,Reprovado,0,0,0,0,0,2,2,2,0,2,2,2,0,0
611,2058,GSI004,13,Reprovado,1,0,1,1,2,1,2,2,1,2,2,2,1,1
612,2058,GSI004,61,Aprovado,1,1,1,0,2,1,2,2,0,2,2,2,1,1
617,1910,GSI004,73,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
619,1901,GSI004,60,Aprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
621,2676,GSI004,85,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
623,1921,GSI004,53,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
626,1639,GSI004,5,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
627,2051,GSI004,0,Reprovado,1,1,1,1,1,1,2,2,0,2,2,2,1,1
628,1639,GSI004,17,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
630,2006,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
633,2292,GSI004,67,Aprovado,0,0,0,1,0,2,2,2,1,2,2,2,1,1
634,2599,GSI004,77,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
639,1921,GSI004,64,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
640,1910,GSI004,61,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
643,1854,GSI004,75,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
647,1955,GSI004,69,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,0,2
650,1854,GSI004,0,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
652,2642,GSI004,23,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
653,1901,GSI004,91,Aprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
655,2380,GSI004,0,Reprovado,1,1,1,1,0,2,2,2,0,1,2,2,0,0
657,1854,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
658,2486,GSI004,12,Reprovado,1,1,1,0,2,0,1,1,1,1,2,2,1,2
659,2283,GSI004,79,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
660,1995,GSI004,16,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,0
662,2153,GSI004,0,Reprovado,1,1,1,1,1,0,2,2,1,2,2,2,1,1
668,2006,GSI004,60,Aprovado,1,1,0,1,1,1,2,2,1,2,2,2,1,1
669,2058,GSI004,60,Aprovado,1,1,1,1,2,1,2,2,1,2,2,2,1,1
675,1955,GSI004,67,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
676,2723,GSI004,90,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
677,1901,GSI004,28,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
686,2660,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
687,1854,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
688,1854,GSI004,25,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
694,2703,GSI004,77,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
695,2621,GSI004,79,Aprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
696,2703,GSI004,23,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
697,2723,GSI004,69,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
698,2723,GSI004,63,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
700,2642,GSI004,84,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
701,2486,GSI004,1,Reprovado,1,1,1,0,2,1,1,1,1,1,2,2,1,2
702,2688,GSI004,92,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
703,2486,GSI004,0,Reprovado,0,1,0,0,2,0,1,1,0,1,2,2,0,2
705,2411,GSI004,0,Reprovado,1,0,0,0,0,2,2,2,0,0,2,2,0,0
706,2599,GSI004,10,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
709,2599,GSI004,83,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
710,2411,GSI004,94,Aprovado,1,0,1,1,0,2,2,2,1,1,2,2,1,1
711,2490,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
717,2292,GSI004,22,Reprovado,0,0,0,1,1,2,2,2,1,2,2,2,1,0
719,1921,GSI004,75,Aprovado,0,1,1,2,1,1,2,2,1,2,2,2,1,2
722,2330,GSI004,86,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,1
723,2333,GSI004,79,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,0
725,2167,GSI004,97,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
728,2259,GSI004,77,Aprovado,1,1,0,1,1,2,2,2,1,1,2,2,1,2
730,2193,GSI004,88,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
733,2193,GSI004,72,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
735,2092,GSI004,92,Aprovado,1,1,0,1,1,1,2,2,1,2,2,2,1,1
737,2153,GSI004,77,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
739,1960,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
742,2092,GSI004,82,Aprovado,1,0,0,1,1,1,2,2,1,2,2,2,1,1
743,2006,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
748,1921,GSI004,53,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
749,1910,GSI004,74,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
