IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
2047,1632,GSI018,63,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,0,1,1,1,1,2,1,1,1,1
2060,2635,GSI018,71,Aprovado,0,0,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,0,0,1,1,0,2,2,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,1
2061,2635,GSI018,77,Aprovado,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2071,2635,GSI018,77,Aprovado,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,0,0,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2072,2635,GSI018,81,Aprovado,1,1,1,1,1,2,2,2,2,2,0,0,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,0,2,2,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2076,2635,GSI018,80,Aprovado,0,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2077,2635,GSI018,72,Aprovado,1,1,1,1,1,2,2,2,2,2,1,0,1,2,1,2,2,2,2,1,2,2,1,0,0,1,1,0,2,2,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2084,2635,GSI018,78,Aprovado,1,1,1,1,1,2,2,2,2,2,0,0,1,2,0,2,2,2,2,1,2,2,1,1,1,1,1,0,2,2,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2088,2635,GSI018,75,Aprovado,1,1,1,0,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,0,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2089,1719,GSI018,47,Reprovado,0,1,1,0,1,2,1,0,1,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,0,1,1,2,1,1,2,1,2,1,0,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2090,1758,GSI018,7,Reprovado,0,1,0,0,2,2,2,0,1,1,0,1,2,0,2,1,2,2,0,1,2,1,2,2,2,2,1,0,0,2,0,0,2,0,2,0,0,2,2,0,0,2,0,0,2,0,2,2,2,2,2,2,2,0,0,2
2111,1802,GSI018,60,Aprovado,1,0,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,0,0,2,1,0,0,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2113,1802,GSI018,61,Aprovado,1,1,0,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,2,0,0,2,2,0,1,2,0,1,1,2,0,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2127,1632,GSI018,67,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,0,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,0,0,0
2128,1632,GSI018,67,Aprovado,1,1,2,1,2,2,2,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,0,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2129,1681,GSI018,41,Reprovado,1,0,0,1,0,2,0,1,1,0,0,0,2,1,2,1,2,2,0,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,0,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2130,1835,GSI018,60,Aprovado,1,0,1,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2131,1632,GSI018,70,Aprovado,0,0,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,0,0,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2132,1632,GSI018,20,Reprovado,0,0,2,1,2,2,2,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,1,2,2,1,0,1,2,2,0,1,1,1,1,1,0,2,1,0,1,1
2135,1719,GSI018,60,Aprovado,0,1,1,0,1,2,1,0,1,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2137,1632,GSI018,51,Reprovado,0,0,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,0,2,1,2,2,1,1,0,2,2,1,1,1,0,0,1,1,2,1,1,1,1
2138,1802,GSI018,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2139,1718,GSI018,60,Aprovado,0,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,1,1
2142,1681,GSI018,68,Aprovado,1,1,1,1,0,2,0,1,1,1,0,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,0,0,0,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,0,2,2,2,2,2,2,2,1,1,2
2143,1835,GSI018,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,2,0,0,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2145,1632,GSI018,65,Aprovado,0,1,2,0,2,2,2,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,0,2,1,2,2,1,1,1,2,2,1,1,1,1,0,1,1,2,1,0,0,1
2146,1802,GSI018,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2149,1824,GSI018,62,Aprovado,1,1,1,0,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2180,1802,GSI018,63,Aprovado,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2191,1711,GSI018,1,Reprovado,1,2,1,0,2,2,2,0,2,1,0,1,2,0,2,0,2,2,0,2,2,0,2,2,2,2,1,0,0,2,0,0,2,0,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,0,0,2
2193,1802,GSI018,60,Aprovado,1,1,0,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2194,1711,GSI018,16,Reprovado,0,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,0,2,2,2,2,1,1,1,2,0,0,2,0,2,0,0,2,2,2,1,2,1,1,2,0,2,2,2,2,2,2,2,1,1,2
2199,1824,GSI018,69,Aprovado,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2202,1802,GSI018,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2209,1824,GSI018,69,Aprovado,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2213,1632,GSI018,64,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,0,1,1,1,1,2,1,1,1,1
2214,2635,GSI018,73,Aprovado,0,1,1,1,0,2,2,2,2,2,0,1,1,2,0,2,2,2,2,1,2,2,1,1,1,1,1,0,2,2,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2218,1835,GSI018,0,Reprovado,0,0,1,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,0,2,2,2,0,2,2,2,2,2,2,1,0,2,0,0,2,0,0,2,0,1,2
2230,1719,GSI018,73,Aprovado,1,1,1,1,1,2,1,1,1,0,1,1,2,1,2,0,2,2,1,2,2,2,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2236,1681,GSI018,67,Aprovado,0,0,0,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2237,1824,GSI018,0,Reprovado,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2238,1824,GSI018,61,Aprovado,0,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,0,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,0,2,1,1,2,0,0,2,1,1,2
2240,1681,GSI018,84,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,0,2,2,1,2,2,1,2,2,2,2,1,1,1,2,0,0,2,0,2,0,1,2,2,0,0,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2243,1711,GSI018,18,Reprovado,0,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,0,2,2,2,2,0,1,1,2,0,0,2,0,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,0,0,2
2244,1681,GSI018,70,Aprovado,0,0,1,1,1,2,1,1,1,1,1,0,2,1,2,0,2,2,1,2,2,1,2,2,2,2,1,0,0,2,0,0,2,0,2,0,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2259,1719,GSI018,64,Aprovado,0,1,1,1,1,2,1,1,1,1,1,0,2,1,2,1,2,2,0,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2260,1835,GSI018,52,Reprovado,0,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2261,1802,GSI018,60,Aprovado,1,0,1,1,1,1,2,2,2,2,2,2,0,2,2,2,2,2,0,1,1,2,1,1,2,2,1,1,2,1,1,1,2,0,2,2,2,1,2,2,2,2,2,2,1,1,2,0,0,2,1,1,2,1,1,2
2267,1758,GSI018,73,Aprovado,0,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2277,1824,GSI018,90,Aprovado,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2279,1719,GSI018,65,Aprovado,1,1,1,0,1,2,1,0,0,0,0,1,2,0,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2281,1632,GSI018,63,Aprovado,0,0,2,1,2,2,2,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,0,2,1,2,2,1,1,1,2,2,1,1,1,1,1,0,1,2,1,1,1,1
2282,1758,GSI018,49,Reprovado,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,0,2,2,2,2,2,2,2,1,1,2
2288,1711,GSI018,77,Aprovado,1,2,0,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2290,1719,GSI018,53,Reprovado,0,1,1,0,1,2,1,0,1,0,0,1,2,0,2,1,2,2,1,2,2,2,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2294,1711,GSI018,78,Aprovado,1,2,0,1,2,2,2,1,2,0,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2297,1719,GSI018,72,Aprovado,0,1,0,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,0,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,0,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2298,1758,GSI018,47,Reprovado,1,1,0,0,2,2,2,0,0,1,0,0,2,0,2,1,2,2,0,1,2,1,2,2,2,2,0,1,1,2,1,1,2,1,2,1,0,2,2,1,0,2,0,0,2,0,2,2,2,2,2,2,2,1,1,2
2303,1711,GSI018,60,Aprovado,0,2,1,1,2,2,2,1,2,1,1,0,2,1,2,1,2,2,0,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,0,2,2,2,2,2,2,2,0,1,2
2308,1719,GSI018,83,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,0,0,2,0,0,2,0,2,0,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2320,1711,GSI018,77,Aprovado,1,2,0,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2321,1711,GSI018,9,Reprovado,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,0,0,2,0,2,0,1,2,2,2,1,2,1,1,2,0,2,2,2,2,2,2,2,0,0,2
2322,1656,GSI018,36,Reprovado,0,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,1,2
2324,1758,GSI018,65,Aprovado,0,1,1,1,2,2,2,1,1,1,1,0,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2326,1711,GSI018,80,Aprovado,1,2,0,0,2,2,2,0,2,1,0,1,2,0,2,0,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2328,1758,GSI018,90,Aprovado,0,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,0,1,2,1,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,0,0,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2329,1681,GSI018,64,Aprovado,0,1,1,0,0,2,0,0,1,1,0,1,2,0,2,1,2,2,1,2,2,0,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2330,1681,GSI018,70,Aprovado,0,0,1,1,1,2,1,1,1,0,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2331,1758,GSI018,72,Aprovado,0,1,1,1,2,2,2,1,1,0,0,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2338,1711,GSI018,76,Aprovado,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,0,0,2,0,2,0,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2344,1711,GSI018,73,Aprovado,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,0,0,2
2346,1758,GSI018,10,Reprovado,0,0,0,0,2,2,2,0,1,0,0,1,2,0,2,0,2,2,0,1,2,0,2,2,2,2,1,0,0,2,1,1,2,1,2,1,0,2,2,0,0,2,0,0,2,0,2,2,2,2,2,2,2,0,0,2
2350,1719,GSI018,81,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,0,2,2,2,2,2,2,2,0,1,2
2353,1656,GSI018,56,Reprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,2
2356,1686,GSI018,60,Aprovado,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,1,1,2,1,2,2,2,0,2,2,2,1,1,2,2,2,1,1,2,2,0,1,0
2360,1632,GSI018,81,Aprovado,0,1,2,1,2,2,2,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,1,2,2,1,0,0,2,2,1,1,1,1,1,0,1,2,1,1,1,1
2363,1681,GSI018,66,Aprovado,1,1,1,1,1,2,1,1,1,1,1,0,2,1,2,1,2,2,0,2,2,0,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,0,0,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2370,1632,GSI018,60,Aprovado,1,0,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,0,2,1,1,1,1
2371,1656,GSI018,0,Reprovado,0,0,2,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,2
2385,1802,GSI018,13,Reprovado,1,0,0,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,0,0,2,1,1,1,2,0,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2386,1758,GSI018,63,Aprovado,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,0,0,2,1,2,2,2,2,1,1,1,2,0,0,2,0,2,0,0,2,2,1,0,2,0,0,2,1,2,2,2,2,2,2,2,0,1,2
2393,1681,GSI018,81,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2404,1686,GSI018,45,Reprovado,0,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1
2409,1719,GSI018,87,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2411,1681,GSI018,87,Aprovado,1,1,1,1,1,2,1,1,1,1,1,0,2,1,2,0,2,2,0,2,2,1,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2413,1686,GSI018,60,Aprovado,0,1,2,0,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,0,1,2,1,2,2,2,1,2,2,2,1,0,2,2,2,0,1,2,2,0,1,1
2418,1634,GSI018,0,Reprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
2421,1686,GSI018,61,Aprovado,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1
2427,1656,GSI018,61,Aprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,1,2
2437,1719,GSI018,75,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,0,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2440,1681,GSI018,66,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2441,1605,GSI018,44,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,0,2,2,1,1,2,2,1,0,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
2442,1719,GSI018,81,Aprovado,1,1,1,1,1,2,1,1,1,0,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2457,1719,GSI018,82,Aprovado,1,1,1,0,1,2,1,0,1,1,0,1,2,0,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,0,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2462,1824,GSI018,9,Reprovado,1,0,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,0,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2466,1681,GSI018,11,Reprovado,1,1,1,0,1,2,1,0,1,1,0,1,2,0,2,1,2,2,0,2,2,1,2,2,2,2,0,1,1,2,1,1,2,1,2,1,0,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,0,1,2
2469,1681,GSI018,75,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2470,1758,GSI018,48,Reprovado,0,0,1,1,2,2,2,1,1,1,1,0,2,1,2,0,2,2,0,1,2,1,2,2,2,2,0,0,0,2,1,1,2,1,2,1,0,2,2,0,0,2,1,1,2,1,2,2,2,2,2,2,2,0,1,2
2472,1605,GSI018,14,Reprovado,0,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,0,2,2,1,1,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,0,2
2484,1686,GSI018,28,Reprovado,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,0,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,0
2485,1681,GSI018,33,Reprovado,0,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,0,2,2,1,2,2,2,2,1,0,0,2,0,0,2,0,2,0,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2486,1632,GSI018,70,Aprovado,0,1,2,1,2,2,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2487,1681,GSI018,65,Aprovado,1,1,1,1,1,2,1,1,0,1,1,1,2,1,2,0,2,2,1,2,2,1,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
2493,1711,GSI018,86,Aprovado,0,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,0,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
2495,1681,GSI018,83,Aprovado,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
