IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1378,1656,GSI018,81,Aprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
1408,1686,GSI018,60,Aprovado,1,1,2,1,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,0,1,2,2,1,1,1
1410,1656,GSI018,60,Aprovado,1,1,2,1,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
1416,1719,GSI018,67,Aprovado,0,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
1418,1711,GSI018,92,Aprovado,0,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
1420,1634,GSI018,24,Reprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
1426,1758,GSI018,0,Reprovado,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
1432,1602,GSI018,28,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,0,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1434,1686,GSI018,60,Aprovado,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1
1437,1681,GSI018,72,Aprovado,1,0,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
1443,2695,GSI018,67,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1444,1758,GSI018,76,Aprovado,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
1448,1605,GSI018,19,Reprovado,1,1,1,0,1,2,2,2,2,2,0,2,0,2,2,2,2,2,0,1,2,2,0,0,2,2,1,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
1454,1758,GSI018,64,Aprovado,1,0,0,1,2,2,2,1,1,1,1,0,2,1,2,1,2,2,0,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,0,2,2,2,2,2,2,2,1,1,2
1456,1602,GSI018,18,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,0,2,2,1,1,2,2,1,1,2,2,2,1,2,0,1,2,0,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,2
1463,1634,GSI018,62,Aprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
1470,1634,GSI018,36,Reprovado,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1
1475,1632,GSI018,95,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
1497,2635,GSI018,70,Aprovado,1,1,1,1,1,2,2,2,2,2,0,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,0,2,2,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
1507,1632,GSI018,91,Aprovado,1,1,2,1,2,2,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,0,0,1,1,1,2,1,0,1,1
1516,2695,GSI018,75,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1531,1711,GSI018,95,Aprovado,1,2,1,0,2,2,2,0,2,1,0,1,2,0,2,1,2,2,1,2,2,1,2,2,2,2,1,0,0,2,0,0,2,0,2,0,0,2,2,2,1,2,1,1,2,0,2,2,2,2,2,2,2,0,1,2
1548,1602,GSI018,2,Reprovado,0,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,0,1,2,2,1,1,2,2,1,0,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,0,2
1562,2695,GSI018,69,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1591,1802,GSI018,0,Reprovado,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,0,2,2,2,1,2,2,2,2,2,2,1,1,2,0,0,2,1,1,2,0,0,2
1604,2635,GSI018,72,Aprovado,1,1,0,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
1615,2901,GSI018,74,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1628,1686,GSI018,62,Aprovado,1,1,2,1,2,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,2,2,2,2,2,0,0,2,1,2,2,2,0,2,2,2,1,1,2,2,2,1,0,2,2,0,1,1
1630,1656,GSI018,55,Reprovado,1,0,2,1,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,1,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
1643,2901,GSI018,90,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1654,1835,GSI018,36,Reprovado,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,0,2,2,2,1,2,2,2,2,2,2,1,0,2,1,1,2,0,0,2,1,1,2
1656,1711,GSI018,63,Aprovado,0,2,0,1,2,2,2,1,2,1,1,0,2,1,2,0,2,2,1,2,2,1,2,2,2,2,0,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
1660,1802,GSI018,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
1661,1802,GSI018,13,Reprovado,0,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,2,0,0,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
1666,1711,GSI018,88,Aprovado,0,2,0,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
1667,1711,GSI018,66,Aprovado,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,0,0,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2
1673,1602,GSI018,0,Reprovado,1,0,0,1,1,2,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
1684,1718,GSI018,58,Reprovado,1,0,2,1,2,2,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,1,1
1686,1718,GSI018,60,Aprovado,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,1,1
1687,1602,GSI018,34,Reprovado,0,0,0,1,0,2,2,2,2,2,0,2,0,2,2,2,2,2,1,0,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,1,2
1697,1602,GSI018,3,Reprovado,0,0,0,1,1,2,2,2,2,2,1,2,0,2,2,2,2,2,0,1,2,2,0,1,2,2,1,0,2,2,2,0,2,0,1,2,0,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2
1798,1711,GSI018,67,Aprovado,0,2,0,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,0,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,0,2,2,2,1,2,1,1,2,0,2,2,2,2,2,2,2,1,1,2
1840,2742,GSI018,87,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1842,2742,GSI018,67,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1843,2901,GSI018,91,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1848,2695,GSI018,62,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1849,2742,GSI018,68,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1852,2901,GSI018,81,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1853,2715,GSI018,0,Reprovado,0,1,1,2,2,2,2,2,2,0,2,1,1,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,2,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,2,2,0,0,2,2,2,0,0,2
1854,2901,GSI018,68,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1855,2742,GSI018,100,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1858,2695,GSI018,24,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1860,2715,GSI018,81,Aprovado,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,0,2,2,0,1,1,0,0,2,1,2,1,2,1,1,1,1,2,0,2,2,0,0,2,2,2,1,1,2
1863,2901,GSI018,61,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1864,2901,GSI018,65,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1869,2635,GSI018,73,Aprovado,1,1,0,1,1,2,2,2,2,2,1,0,1,2,1,2,2,2,2,1,2,2,1,1,1,1,0,0,2,2,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,1
1873,2901,GSI018,72,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1886,2742,GSI018,63,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1892,2695,GSI018,60,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1893,2715,GSI018,60,Aprovado,0,1,1,2,2,2,2,2,2,0,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,0,2,2,0,0,0,0,1,2,1,2,1,2,1,1,1,1,2,0,2,2,0,1,2,2,2,1,0,2
1895,2742,GSI018,19,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1898,2715,GSI018,29,Reprovado,1,1,1,2,2,2,2,2,2,0,2,1,1,1,0,2,1,1,2,2,2,2,2,2,2,1,0,0,2,2,1,0,0,1,0,2,0,2,0,2,1,1,1,1,2,0,2,2,0,0,2,2,2,1,1,2
1901,2715,GSI018,36,Reprovado,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,0,0,1,1,2,0,2,1,2,1,1,1,1,2,0,2,2,1,0,2,2,2,1,0,2
1904,2742,GSI018,72,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1905,2742,GSI018,89,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1911,2742,GSI018,17,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1918,2742,GSI018,82,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1922,2742,GSI018,95,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1938,1686,GSI018,15,Reprovado,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,0,2,2,2,0,0,2,2,2,0,0,2,2,0,0,0
1939,2695,GSI018,75,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1941,1802,GSI018,0,Reprovado,1,1,1,0,1,1,2,2,2,2,2,2,0,2,2,2,2,2,0,1,1,2,1,1,2,2,0,0,2,0,0,0,2,0,2,2,2,1,2,2,2,2,2,2,1,1,2,0,0,2,1,1,2,1,0,2
1946,1824,GSI018,60,Aprovado,1,0,1,0,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,0,2,0,0,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,0,2,1,1,2
1948,2695,GSI018,50,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1950,2695,GSI018,86,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1955,2715,GSI018,60,Aprovado,1,1,0,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,0,2,2,1,0,0,1,0,2,1,2,0,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2
1956,1802,GSI018,0,Reprovado,1,1,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,0,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,0,0,2
1957,2695,GSI018,30,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1959,1835,GSI018,0,Reprovado,0,0,1,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,0,2,2,2,0,2,2,2,2,2,2,1,0,2,1,1,2,0,0,2,0,1,2
1961,2715,GSI018,65,Aprovado,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,0,1,2,2,1,0,0,1,1,2,1,2,0,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,0,2
1963,1632,GSI018,21,Reprovado,1,1,2,1,2,2,2,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,1,2,0,2,2,0,0,1,2,2,0,1,0,1,0,1,0,2,1,0,1,0
1964,2635,GSI018,61,Aprovado,0,1,1,0,1,2,2,2,2,2,1,1,0,2,1,2,2,2,2,1,2,2,1,0,0,1,0,0,2,2,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
1965,2695,GSI018,30,Reprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1968,1681,GSI018,40,Reprovado,0,0,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2
1971,1802,GSI018,60,Aprovado,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
1973,2695,GSI018,60,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1974,1711,GSI018,0,Reprovado,1,2,0,0,2,2,2,0,2,0,0,0,2,0,2,0,2,2,1,2,2,0,2,2,2,2,0,0,0,2,0,0,2,0,2,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,0,0,2
1981,2635,GSI018,70,Aprovado,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
1985,1681,GSI018,26,Reprovado,1,1,1,1,0,2,0,1,1,1,0,1,2,1,2,1,2,2,0,2,2,0,2,2,2,2,0,0,0,2,1,1,2,1,2,1,0,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,1,1,2
1991,2715,GSI018,73,Aprovado,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,0,0,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2
1992,2715,GSI018,13,Reprovado,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,0,0,2,2,0,0,0,0,1,2,1,2,0,2,1,0,1,1,2,0,2,2,1,0,2,2,2,1,0,2
1993,2695,GSI018,95,Aprovado,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1994,2715,GSI018,74,Aprovado,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,0,0,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2
2005,2635,GSI018,61,Aprovado,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,1
2006,1835,GSI018,55,Reprovado,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,0,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2
2010,1632,GSI018,75,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2011,1632,GSI018,85,Aprovado,0,1,2,0,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2013,1632,GSI018,0,Reprovado,0,1,2,0,2,2,2,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,1,0,2,0,2,2,1,0,0,2,2,0,0,1,0,1,0,0,2,1,0,0,0
2016,1632,GSI018,67,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,0,2,2,1,1,1,1,1,1,1,2,1,1,1,1
2017,1632,GSI018,72,Aprovado,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,0,2,2,1,0,0,2,2,1,1,1,1,1,1,1,2,1,0,1,1
2018,2715,GSI018,73,Aprovado,1,1,1,2,2,2,2,2,2,1,2,1,1,0,0,2,1,1,2,2,2,2,2,2,2,1,0,1,2,2,1,0,0,1,0,2,1,2,0,2,1,1,1,1,2,0,2,2,0,1,2,2,2,1,1,2
2019,2715,GSI018,67,Aprovado,0,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,0,0,1,1,2,1,2,1,2,1,0,1,1,2,1,2,2,1,1,2,2,2,1,1,2
2022,2715,GSI018,67,Aprovado,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,0,2,2,0,0,0,0,1,2,1,2,0,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2
2023,1686,GSI018,21,Reprovado,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,2,2,0,0,2,1,2,2,2,0,2,2,2,1,0,2,2,2,1,1,2,2,1,1,1
2025,1632,GSI018,73,Aprovado,1,0,2,1,2,2,2,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,0,2,2,1,1,1,2,2,1,1,1,1,1,1,0,2,1,1,1,1
2031,2715,GSI018,60,Aprovado,1,1,1,2,2,2,2,2,2,1,2,1,1,1,0,2,1,1,2,2,2,2,2,2,2,0,1,0,2,2,0,0,0,0,1,2,1,2,0,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2
