IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2717,1631,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2726,1637,GSI020,89,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2734,1631,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2736,1631,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2737,1684,GSI020,33,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2738,1684,GSI020,96,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2740,1684,GSI020,70,Aprovado,1,2,1,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2744,1637,GSI020,24,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2746,1631,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2747,1631,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2751,1684,GSI020,10,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2752,1684,GSI020,77,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2753,1808,GSI020,60,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1
2756,1631,GSI020,80,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2757,1684,GSI020,0,Reprovado,1,2,1,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2758,1684,GSI020,10,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2760,1631,GSI020,25,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2766,1684,GSI020,100,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2778,1631,GSI020,25,Reprovado,0,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2789,1631,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2790,1631,GSI020,65,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2791,1631,GSI020,65,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2792,1704,GSI020,65,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2800,1704,GSI020,10,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2801,1631,GSI020,65,Aprovado,0,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2804,1637,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2805,1631,GSI020,95,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2806,1631,GSI020,80,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,0,1,1,1,2,1,2
2813,1631,GSI020,65,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2814,1631,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2817,1631,GSI020,100,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2818,1631,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2833,1704,GSI020,68,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2839,1631,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2843,2037,GSI020,60,Aprovado,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,0,1
2845,2037,GSI020,67,Aprovado,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,1,1
2868,1704,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2873,1704,GSI020,80,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2874,1704,GSI020,100,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2878,1637,GSI020,60,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2880,1704,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2886,1704,GSI020,80,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2889,1704,GSI020,95,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2896,1704,GSI020,70,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
2902,1684,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2914,1590,GSI020,82,Aprovado,1,2,1,2,1,2,0,2,1,1,1,2,1,1,1,1,1,2,1,1
2915,1590,GSI020,65,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,0,1,1,2,1,1
2917,1590,GSI020,92,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2926,1590,GSI020,82,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2928,1590,GSI020,75,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2929,1590,GSI020,100,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2932,1590,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,0,1,1,2,1,1
2933,1684,GSI020,85,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
2949,1590,GSI020,92,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,0,1,1,2,1,1
2962,1590,GSI020,80,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2975,1590,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
2980,1590,GSI020,80,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1
3055,1704,GSI020,71,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2
3113,1590,GSI020,90,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,0,1,1,2,1,1
3127,1808,GSI020,88,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1
3136,1817,GSI020,69,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
3149,2696,GSI020,87,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
3150,2744,GSI020,63,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
3159,2527,GSI020,82,Aprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
3160,2672,GSI020,14,Reprovado,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2
3166,1864,GSI020,0,Reprovado,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
3168,1808,GSI020,75,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1
3180,1846,GSI020,61,Aprovado,1,0,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1
3181,1808,GSI020,70,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,0,2,2,2,2,1,1,1
3182,2394,GSI020,85,Aprovado,1,1,1,0,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1
3191,1684,GSI020,70,Aprovado,1,2,1,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2
3192,1808,GSI020,60,Aprovado,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1
