IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2
3024,1916,GSI002,6,Reprovado,1,1
3025,1947,GSI002,97,Aprovado,1,1
3026,1917,GSI002,18,Reprovado,0,0
3027,1947,GSI002,1,Reprovado,1,1
3028,1930,GSI002,9,Reprovado,1,2
3030,1917,GSI002,0,Reprovado,0,0
3032,1930,GSI002,0,Reprovado,1,2
3033,1917,GSI002,68,Aprovado,1,1
3036,1908,GSI002,5,Reprovado,1,1
3037,1947,GSI002,85,Aprovado,1,1
3038,1916,GSI002,8,Reprovado,1,1
3039,1916,GSI002,6,Reprovado,1,1
3046,1890,GSI002,0,Reprovado,1,1
3047,1908,GSI002,23,Reprovado,1,1
3048,1908,GSI002,44,Reprovado,1,1
3049,1908,GSI002,24,Reprovado,1,1
3050,1916,GSI002,0,Reprovado,1,1
3051,1890,GSI002,10,Reprovado,1,1
3052,1916,GSI002,3,Reprovado,1,1
3053,1900,GSI002,73,Aprovado,1,1
3054,1916,GSI002,62,Aprovado,1,1
3066,1890,GSI002,0,Reprovado,1,1
3067,1930,GSI002,0,Reprovado,0,2
3069,1917,GSI002,33,Reprovado,0,0
3070,1917,GSI002,64,Aprovado,1,1
3071,1908,GSI002,41,Reprovado,1,1
3072,1908,GSI002,84,Aprovado,1,1
3073,1908,GSI002,0,Reprovado,1,1
3074,1908,GSI002,1,Reprovado,1,1
3075,1890,GSI002,0,Reprovado,0,1
3076,1908,GSI002,87,Aprovado,1,1
3077,1908,GSI002,21,Reprovado,1,1
3078,1908,GSI002,72,Aprovado,1,1
3081,1900,GSI002,40,Reprovado,1,1
3082,1890,GSI002,0,Reprovado,1,1
3084,1916,GSI002,0,Reprovado,1,1
3086,1900,GSI002,74,Aprovado,1,1
3099,1890,GSI002,44,Reprovado,1,1
3101,1890,GSI002,6,Reprovado,1,1
3102,1890,GSI002,0,Reprovado,1,1
3103,1890,GSI002,75,Aprovado,1,1
3104,1890,GSI002,1,Reprovado,1,1
3105,1890,GSI002,19,Reprovado,1,1
3106,1890,GSI002,71,Aprovado,1,1
3108,1890,GSI002,52,Reprovado,1,1
3109,1900,GSI002,6,Reprovado,1,1
3110,1890,GSI002,84,Aprovado,1,1
3111,1890,GSI002,5,Reprovado,1,1
3112,1890,GSI002,62,Aprovado,1,1
3114,1900,GSI002,0,Reprovado,1,1
3115,1900,GSI002,2,Reprovado,1,1
3116,1900,GSI002,0,Reprovado,1,1
3118,1900,GSI002,4,Reprovado,1,1
3120,1900,GSI002,0,Reprovado,0,1
3121,1900,GSI002,0,Reprovado,1,1
3122,1900,GSI002,83,Aprovado,1,1
3123,1890,GSI002,7,Reprovado,1,1
3127,2196,GSI002,78,Aprovado,1,1
3130,1958,GSI002,0,Reprovado,1,1
3136,2482,GSI002,68,Aprovado,1,2
3137,2329,GSI002,3,Reprovado,0,1
3140,1966,GSI002,0,Reprovado,1,1
3147,2365,GSI002,28,Reprovado,1,2
3149,2702,GSI002,100,Aprovado,1,2
3150,2721,GSI002,73,Aprovado,1,2
3154,2011,GSI002,5,Reprovado,0,2
3156,2659,GSI002,100,Aprovado,1,2
3158,1930,GSI002,15,Reprovado,1,2
3160,2721,GSI002,68,Aprovado,1,2
3162,2005,GSI002,54,Reprovado,1,2
3163,2721,GSI002,87,Aprovado,1,2
3166,2659,GSI002,100,Aprovado,1,2
3167,2721,GSI002,60,Aprovado,1,2
3168,2186,GSI002,79,Aprovado,1,1
3169,2011,GSI002,66,Aprovado,0,2
3170,2011,GSI002,71,Aprovado,1,2
3180,2630,GSI002,60,Aprovado,1,2
3181,2196,GSI002,62,Aprovado,1,1
3182,2423,GSI002,68,Aprovado,1,1
3185,2025,GSI002,0,Reprovado,1,2
3191,2257,GSI002,33,Reprovado,1,1
3192,2591,GSI002,56,Reprovado,1,2
