IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,16,17,20,23,24,25
1178,1627,GSI016,45,Reprovado,1,2,1,2,1,2,2,2,1,1,0,1,2,2,1,1,1
1179,1933,GSI016,60,Aprovado,1,2,1,2,1,2,2,2,2,2,2,0,2,2,1,1,1
1190,2833,GSI016,94,Aprovado,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2
1195,2891,GSI016,88,Aprovado,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1
1209,1775,GSI016,71,Aprovado,1,1,1,0,1,1,2,0,1,2,1,1,2,2,2,1,1
1210,2634,GSI016,98,Aprovado,1,2,1,2,1,2,2,0,2,1,2,1,1,2,0,0,1
1216,2195,GSI016,0,Reprovado,1,0,0,1,0,0,0,0,0,2,0,0,2,2,0,1,0
1224,1933,GSI016,9,Reprovado,0,2,0,2,0,2,2,2,2,2,2,0,2,2,0,1,1
1229,1627,GSI016,76,Aprovado,0,2,1,2,1,2,2,2,1,1,1,0,2,2,1,1,1
1237,1933,GSI016,0,Reprovado,1,2,0,2,0,2,2,2,2,2,2,0,2,2,0,1,1
1260,2398,GSI016,53,Reprovado,1,2,1,2,0,2,2,0,2,0,2,1,1,1,1,1,2
1262,2427,GSI016,60,Aprovado,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2
1271,2287,GSI016,0,Reprovado,0,2,0,2,0,2,2,0,0,2,2,0,0,0,0,0,1
1275,2068,GSI016,82,Aprovado,0,1,1,1,1,1,2,1,1,2,0,2,2,2,1,1,2
1284,1982,GSI016,35,Reprovado,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2
1285,1982,GSI016,54,Reprovado,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2
1301,1952,GSI016,27,Reprovado,1,2,1,2,1,2,2,2,0,0,0,0,2,2,0,1,1
1303,2068,GSI016,88,Aprovado,1,1,1,1,1,1,2,1,1,2,0,2,2,2,1,1,2
1311,1627,GSI016,47,Reprovado,0,2,0,2,0,2,2,2,0,0,0,0,2,2,0,1,0
1317,2833,GSI016,79,Aprovado,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2
1319,2634,GSI016,60,Aprovado,0,2,1,2,1,2,2,0,2,1,2,1,1,2,1,1,1
1321,1775,GSI016,86,Aprovado,1,1,1,1,1,1,2,1,0,2,1,1,2,2,2,1,1
1323,1933,GSI016,24,Reprovado,1,2,1,2,1,2,2,2,2,2,2,0,2,2,0,1,1
1325,1659,GSI016,62,Aprovado,1,2,1,2,1,2,2,2,1,0,1,1,2,2,1,1,1
1329,2634,GSI016,64,Aprovado,1,2,1,2,1,2,2,1,2,1,2,1,1,2,0,1,1
1330,1933,GSI016,36,Reprovado,0,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1
